Mod:Item:MetaData, Localized Name
conarm:leggings_core:0, Green Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Silver Dragon Scales Leggings Core
conarm:leggings_core:0, Umbrium Leggings Core
conarm:leggings_core:0, Magical Wooden Leggings Core
conarm:leggings_core:0, Evil Infused Leggings Core
conarm:leggings_core:0, Enchanted Leggings Core
conarm:leggings_core:0, Demonic Leggings Core
conarm:leggings_core:0, Enderium Leggings Core
conarm:leggings_core:0, Platinum Leggings Core
conarm:leggings_core:0, Iridium Leggings Core
conarm:leggings_core:0, Mithril Leggings Core
conarm:leggings_core:0, Signalum Leggings Core
conarm:leggings_core:0, Lumium Leggings Core
conarm:leggings_core:0, Constantan Leggings Core
conarm:leggings_core:0, Invar Leggings Core
conarm:leggings_core:0, Nickel Leggings Core
conarm:leggings_core:0, Tin Leggings Core
conarm:leggings_core:0, Brass Leggings Core
conarm:leggings_core:0, Aluminum Leggings Core
conarm:leggings_core:0, Zinc Leggings Core
conarm:leggings_core:0, Refined Obsidian Leggings Core
conarm:leggings_core:0, Refined Glowstone Leggings Core
conarm:leggings_core:0, Osmium Leggings Core
conarm:leggings_core:0, Manasteel Leggings Core
conarm:leggings_core:0, Terrasteel Leggings Core
conarm:leggings_core:0, Elementium Leggings Core
conarm:leggings_core:0, Gaia Spirit Leggings Core
conarm:leggings_core:0, Yellorium Leggings Core
conarm:leggings_core:0, Cyanite Leggings Core
conarm:leggings_core:0, Blutonium Leggings Core
conarm:leggings_core:0, Ludicrite Leggings Core
conarm:leggings_core:0, Quartz Enriched Iron Leggings Core
conarm:leggings_core:0, Draconium Leggings Core
conarm:leggings_core:0, Wyvern Draconium Leggings Core
conarm:leggings_core:0, Awakened Draconium Leggings Core
conarm:leggings_core:0, Chaotic Draconium Leggings Core
conarm:leggings_core:0, Psimetal Leggings Core
conarm:leggings_core:0, Psigem Leggings Core
conarm:leggings_core:0, Ivory Psimetal Leggings Core
conarm:leggings_core:0, Ebony Psimetal Leggings Core
conarm:leggings_core:0, Dark Matter Leggings Core
conarm:leggings_core:0, Red Matter Leggings Core
conarm:leggings_core:0, Fluxed Electrum Leggings Core
conarm:leggings_core:0, Refined Iron Leggings Core
conarm:leggings_core:0, Tungsten Leggings Core
conarm:leggings_core:0, Titanium Leggings Core
conarm:leggings_core:0, Chrome Leggings Core
conarm:leggings_core:0, Advanced Alloy Leggings Core
conarm:leggings_core:0, Ruby Leggings Core
conarm:leggings_core:0, Sapphire Leggings Core
conarm:leggings_core:0, Peridot Leggings Core
conarm:leggings_core:0, Yellow Garnet Leggings Core
conarm:leggings_core:0, Red Garnet Leggings Core
conarm:leggings_core:0, Rubber Leggings Core
conarm:leggings_core:0, Certus Quartz Leggings Core
conarm:leggings_core:0, Fluix Crystal Leggings Core
conarm:leggings_core:0, Prosperity Shard Leggings Core
conarm:leggings_core:0, Soulium Leggings Core
conarm:leggings_core:0, Base Essence Leggings Core
conarm:leggings_core:0, Inferium Leggings Core
conarm:leggings_core:0, Prudentium Leggings Core
conarm:leggings_core:0, Intermedium Leggings Core
conarm:leggings_core:0, Superium Leggings Core
conarm:leggings_core:0, Supremium Leggings Core
conarm:leggings_core:0, Treated Wood Leggings Core
conarm:boots_core:0, Electrical Boots Core
conarm:boots_core:0, Energetic Boots Core
conarm:boots_core:0, Vibrant Boots Core
conarm:boots_core:0, Red Boots Core
conarm:boots_core:0, Conductive Boots Core
conarm:boots_core:0, Pulsating Boots Core
conarm:boots_core:0, Dark Boots Core
conarm:boots_core:0, Souled Boots Core
conarm:boots_core:0, Boots Core of the End
conarm:boots_core:0, Fake-Iron Boots Core
conarm:boots_core:0, Wooden Boots Core
conarm:boots_core:0, Stone Boots Core
conarm:boots_core:0, Flint Boots Core
conarm:boots_core:0, Cactus Boots Core
conarm:boots_core:0, Bone Boots Core
conarm:boots_core:0, Obsidian Boots Core
conarm:boots_core:0, Prismarine Boots Core
conarm:boots_core:0, End Boots Core
conarm:boots_core:0, Paper Boots Core
conarm:boots_core:0, Sponge Boots Core
conarm:boots_core:0, Firewood Boots Core
conarm:boots_core:0, Iron Boots Core
conarm:boots_core:0, Pig Iron Boots Core
conarm:boots_core:0, Knightslime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Magma Slime Boots Core
conarm:boots_core:0, Netherrack Boots Core
conarm:boots_core:0, Cobalt Boots Core
conarm:boots_core:0, Ardite Boots Core
conarm:boots_core:0, Manyullyn Boots Core
conarm:boots_core:0, Copper Boots Core
conarm:boots_core:0, Bronze Boots Core
conarm:boots_core:0, Lead Boots Core
conarm:boots_core:0, Silver Boots Core
conarm:boots_core:0, Electrum Boots Core
conarm:boots_core:0, Steel Boots Core
conarm:boots_core:0, Dragon Bone Boots Core
conarm:boots_core:0, Desert Myrmex Chitin Boots Core
conarm:boots_core:0, Jungle Myrmex Chitin Boots Core
conarm:boots_core:0, Fire Dragonsteel Boots Core
conarm:boots_core:0, Ice Dragonsteel Boots Core
conarm:boots_core:0, Weezer Boots Core
conarm:boots_core:0, Frost Troll Leather Boots Core
conarm:boots_core:0, Tan Deathworm Chitin Boots Core
conarm:boots_core:0, Bronze Dragon Scales Boots Core
conarm:boots_core:0, Blue Sea Serpent Scales Boots Core
conarm:boots_core:0, Purple Sea Serpent Scales Boots Core
conarm:boots_core:0, White Dragon Scales Boots Core
conarm:boots_core:0, White Deathworm Chitin Boots Core
conarm:boots_core:0, Brown Deathworm Chitin Boots Core
conarm:boots_core:0, Gray Dragon Scales Boots Core
conarm:boots_core:0, Sapphire Dragon Scales Boots Core
conarm:boots_core:0, Teal Sea Serpent Scales Boots Core
conarm:boots_core:0, Blue Dragon Scales Boots Core
conarm:boots_core:0, Forest Troll Leather Boots Core
conarm:boots_core:0, Green Dragon Scales Boots Core
conarm:boots_core:0, Mountain Troll Leather Boots Core
conarm:boots_core:0, Bronze Sea Serpent Scales Boots Core
conarm:boots_core:0, Red Dragon Scales Boots Core
conarm:boots_core:0, Deep Blue Sea Serpent Scales Boots Core
conarm:boots_core:0, Red Sea Serpent Scales Boots Core
conarm:boots_core:0, Green Sea Serpent Scales Boots Core
conarm:boots_core:0, Silver Dragon Scales Boots Core
conarm:boots_core:0, Umbrium Boots Core
conarm:boots_core:0, Magical Wooden Boots Core
conarm:boots_core:0, Evil Infused Boots Core
conarm:boots_core:0, Enchanted Boots Core
conarm:boots_core:0, Demonic Boots Core
conarm:boots_core:0, Enderium Boots Core
conarm:boots_core:0, Platinum Boots Core
conarm:boots_core:0, Iridium Boots Core
conarm:boots_core:0, Mithril Boots Core
conarm:boots_core:0, Signalum Boots Core
conarm:boots_core:0, Lumium Boots Core
conarm:boots_core:0, Constantan Boots Core
conarm:boots_core:0, Invar Boots Core
conarm:boots_core:0, Nickel Boots Core
conarm:boots_core:0, Tin Boots Core
conarm:boots_core:0, Brass Boots Core
conarm:boots_core:0, Aluminum Boots Core
conarm:boots_core:0, Zinc Boots Core
conarm:boots_core:0, Refined Obsidian Boots Core
conarm:boots_core:0, Refined Glowstone Boots Core
conarm:boots_core:0, Osmium Boots Core
conarm:boots_core:0, Manasteel Boots Core
conarm:boots_core:0, Terrasteel Boots Core
conarm:boots_core:0, Elementium Boots Core
conarm:boots_core:0, Gaia Spirit Boots Core
conarm:boots_core:0, Yellorium Boots Core
conarm:boots_core:0, Cyanite Boots Core
conarm:boots_core:0, Blutonium Boots Core
conarm:boots_core:0, Ludicrite Boots Core
conarm:boots_core:0, Quartz Enriched Iron Boots Core
conarm:boots_core:0, Draconium Boots Core
conarm:boots_core:0, Wyvern Draconium Boots Core
conarm:boots_core:0, Awakened Draconium Boots Core
conarm:boots_core:0, Chaotic Draconium Boots Core
conarm:boots_core:0, Psimetal Boots Core
conarm:boots_core:0, Psigem Boots Core
conarm:boots_core:0, Ivory Psimetal Boots Core
conarm:boots_core:0, Ebony Psimetal Boots Core
conarm:boots_core:0, Dark Matter Boots Core
conarm:boots_core:0, Red Matter Boots Core
conarm:boots_core:0, Fluxed Electrum Boots Core
conarm:boots_core:0, Refined Iron Boots Core
conarm:boots_core:0, Tungsten Boots Core
conarm:boots_core:0, Titanium Boots Core
conarm:boots_core:0, Chrome Boots Core
conarm:boots_core:0, Advanced Alloy Boots Core
conarm:boots_core:0, Ruby Boots Core
conarm:boots_core:0, Sapphire Boots Core
conarm:boots_core:0, Peridot Boots Core
conarm:boots_core:0, Yellow Garnet Boots Core
conarm:boots_core:0, Red Garnet Boots Core
conarm:boots_core:0, Rubber Boots Core
conarm:boots_core:0, Certus Quartz Boots Core
conarm:boots_core:0, Fluix Crystal Boots Core
conarm:boots_core:0, Prosperity Shard Boots Core
conarm:boots_core:0, Soulium Boots Core
conarm:boots_core:0, Base Essence Boots Core
conarm:boots_core:0, Inferium Boots Core
conarm:boots_core:0, Prudentium Boots Core
conarm:boots_core:0, Intermedium Boots Core
conarm:boots_core:0, Superium Boots Core
conarm:boots_core:0, Supremium Boots Core
conarm:boots_core:0, Treated Wood Boots Core
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Traveller's Belt (Base)
conarm:travel_belt, Traveller's Belt (Storage)
conarm:travel_potion, Traveller's Belt (Alchemy)
conarm:travel_sack, Traveller's Knapsack
conarm:travel_goggles_base, Traveller's Goggles (Base)
conarm:travel_goggles, Traveller's Goggles (Zoom)
conarm:travel_night, Traveller's Goggles (Night Vision)
conarm:travel_cloak, Traveller's Cloak (Base)
conarm:travel_sneak, Traveller's Cloak (Invisibility)
conarm:travel_slowfall, Traveller's Cloak (Slow Fall)
conarm:travel_soul, Traveller's Goggles (Soul Sight)
conarm:polishing_kit:0, Electrical Polishing Kit
conarm:polishing_kit:0, Energetic Polishing Kit
conarm:polishing_kit:0, Vibrant Polishing Kit
conarm:polishing_kit:0, Red Polishing Kit
conarm:polishing_kit:0, Conductive Polishing Kit
conarm:polishing_kit:0, Pulsating Polishing Kit
conarm:polishing_kit:0, Dark Polishing Kit
conarm:polishing_kit:0, Souled Polishing Kit
conarm:polishing_kit:0, Polishing Kit of the End
conarm:polishing_kit:0, Fake-Iron Polishing Kit
conarm:polishing_kit:0, Wooden Polishing Kit
conarm:polishing_kit:0, Stone Polishing Kit
conarm:polishing_kit:0, Flint Polishing Kit
conarm:polishing_kit:0, Cactus Polishing Kit
conarm:polishing_kit:0, Bone Polishing Kit
conarm:polishing_kit:0, Obsidian Polishing Kit
conarm:polishing_kit:0, Prismarine Polishing Kit
conarm:polishing_kit:0, End Polishing Kit
conarm:polishing_kit:0, Paper Polishing Kit
conarm:polishing_kit:0, Sponge Polishing Kit
conarm:polishing_kit:0, Firewood Polishing Kit
conarm:polishing_kit:0, Iron Polishing Kit
conarm:polishing_kit:0, Pig Iron Polishing Kit
conarm:polishing_kit:0, Knightslime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Magma Slime Polishing Kit
conarm:polishing_kit:0, Netherrack Polishing Kit
conarm:polishing_kit:0, Cobalt Polishing Kit
conarm:polishing_kit:0, Ardite Polishing Kit
conarm:polishing_kit:0, Manyullyn Polishing Kit
conarm:polishing_kit:0, Copper Polishing Kit
conarm:polishing_kit:0, Bronze Polishing Kit
conarm:polishing_kit:0, Lead Polishing Kit
conarm:polishing_kit:0, Silver Polishing Kit
conarm:polishing_kit:0, Electrum Polishing Kit
conarm:polishing_kit:0, Steel Polishing Kit
conarm:polishing_kit:0, Dragon Bone Polishing Kit
conarm:polishing_kit:0, Desert Myrmex Chitin Polishing Kit
conarm:polishing_kit:0, Jungle Myrmex Chitin Polishing Kit
conarm:polishing_kit:0, Fire Dragonsteel Polishing Kit
conarm:polishing_kit:0, Ice Dragonsteel Polishing Kit
conarm:polishing_kit:0, Weezer Polishing Kit
conarm:polishing_kit:0, Frost Troll Leather Polishing Kit
conarm:polishing_kit:0, Tan Deathworm Chitin Polishing Kit
conarm:polishing_kit:0, Bronze Dragon Scales Polishing Kit
conarm:polishing_kit:0, Blue Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Purple Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, White Dragon Scales Polishing Kit
conarm:polishing_kit:0, White Deathworm Chitin Polishing Kit
conarm:polishing_kit:0, Brown Deathworm Chitin Polishing Kit
conarm:polishing_kit:0, Gray Dragon Scales Polishing Kit
conarm:polishing_kit:0, Sapphire Dragon Scales Polishing Kit
conarm:polishing_kit:0, Teal Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Blue Dragon Scales Polishing Kit
conarm:polishing_kit:0, Forest Troll Leather Polishing Kit
conarm:polishing_kit:0, Green Dragon Scales Polishing Kit
conarm:polishing_kit:0, Mountain Troll Leather Polishing Kit
conarm:polishing_kit:0, Bronze Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Red Dragon Scales Polishing Kit
conarm:polishing_kit:0, Deep Blue Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Red Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Green Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Silver Dragon Scales Polishing Kit
conarm:polishing_kit:0, Umbrium Polishing Kit
conarm:polishing_kit:0, Magical Wooden Polishing Kit
conarm:polishing_kit:0, Evil Infused Polishing Kit
conarm:polishing_kit:0, Enchanted Polishing Kit
conarm:polishing_kit:0, Demonic Polishing Kit
conarm:polishing_kit:0, Enderium Polishing Kit
conarm:polishing_kit:0, Platinum Polishing Kit
conarm:polishing_kit:0, Iridium Polishing Kit
conarm:polishing_kit:0, Mithril Polishing Kit
conarm:polishing_kit:0, Signalum Polishing Kit
conarm:polishing_kit:0, Lumium Polishing Kit
conarm:polishing_kit:0, Constantan Polishing Kit
conarm:polishing_kit:0, Invar Polishing Kit
conarm:polishing_kit:0, Nickel Polishing Kit
conarm:polishing_kit:0, Tin Polishing Kit
conarm:polishing_kit:0, Brass Polishing Kit
conarm:polishing_kit:0, Aluminum Polishing Kit
conarm:polishing_kit:0, Zinc Polishing Kit
conarm:polishing_kit:0, Refined Obsidian Polishing Kit
conarm:polishing_kit:0, Refined Glowstone Polishing Kit
conarm:polishing_kit:0, Osmium Polishing Kit
conarm:polishing_kit:0, Manasteel Polishing Kit
conarm:polishing_kit:0, Terrasteel Polishing Kit
conarm:polishing_kit:0, Elementium Polishing Kit
conarm:polishing_kit:0, Gaia Spirit Polishing Kit
conarm:polishing_kit:0, Yellorium Polishing Kit
conarm:polishing_kit:0, Cyanite Polishing Kit
conarm:polishing_kit:0, Blutonium Polishing Kit
conarm:polishing_kit:0, Ludicrite Polishing Kit
conarm:polishing_kit:0, Quartz Enriched Iron Polishing Kit
conarm:polishing_kit:0, Draconium Polishing Kit
conarm:polishing_kit:0, Wyvern Draconium Polishing Kit
conarm:polishing_kit:0, Awakened Draconium Polishing Kit
conarm:polishing_kit:0, Chaotic Draconium Polishing Kit
conarm:polishing_kit:0, Psimetal Polishing Kit
conarm:polishing_kit:0, Psigem Polishing Kit
conarm:polishing_kit:0, Ivory Psimetal Polishing Kit
conarm:polishing_kit:0, Ebony Psimetal Polishing Kit
conarm:polishing_kit:0, Dark Matter Polishing Kit
conarm:polishing_kit:0, Red Matter Polishing Kit
conarm:polishing_kit:0, Fluxed Electrum Polishing Kit
conarm:polishing_kit:0, Refined Iron Polishing Kit
conarm:polishing_kit:0, Tungsten Polishing Kit
conarm:polishing_kit:0, Titanium Polishing Kit
conarm:polishing_kit:0, Chrome Polishing Kit
conarm:polishing_kit:0, Advanced Alloy Polishing Kit
conarm:polishing_kit:0, Ruby Polishing Kit
conarm:polishing_kit:0, Sapphire Polishing Kit
conarm:polishing_kit:0, Peridot Polishing Kit
conarm:polishing_kit:0, Yellow Garnet Polishing Kit
conarm:polishing_kit:0, Red Garnet Polishing Kit
conarm:polishing_kit:0, Rubber Polishing Kit
conarm:polishing_kit:0, Certus Quartz Polishing Kit
conarm:polishing_kit:0, Fluix Crystal Polishing Kit
conarm:polishing_kit:0, Prosperity Shard Polishing Kit
conarm:polishing_kit:0, Soulium Polishing Kit
conarm:polishing_kit:0, Base Essence Polishing Kit
conarm:polishing_kit:0, Inferium Polishing Kit
conarm:polishing_kit:0, Prudentium Polishing Kit
conarm:polishing_kit:0, Intermedium Polishing Kit
conarm:polishing_kit:0, Superium Polishing Kit
conarm:polishing_kit:0, Supremium Polishing Kit
conarm:polishing_kit:0, Treated Wood Polishing Kit
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorstation:0, Armor Station
iceandfire:lectern, Lectern
iceandfire:podium:0, Oak Podium
iceandfire:podium:1, Spruce Podium
iceandfire:podium:2, Birch Podium
iceandfire:podium:3, Jungle Podium
iceandfire:podium:4, Acacia Podium
iceandfire:podium:5, Dark Oak Podium
iceandfire:fire_lily, Fire Lily
iceandfire:frost_lily, Frost Lily
iceandfire:goldpile, Pile of Gold
iceandfire:silverpile, Pile of Silver
iceandfire:silver_ore, Silver Ore
iceandfire:sapphire_ore, Sapphire Ore
iceandfire:silver_block, Silver Block
iceandfire:sapphire_block, Sapphire Block
iceandfire:chared_dirt, Charred Dirt
iceandfire:chared_grass, Charred Grass
iceandfire:chared_stone, Charred Stone
iceandfire:chared_cobblestone, Charred Cobblestone
iceandfire:chared_gravel, Charred Gravel
iceandfire:chared_grass_path, Charred Grass Path
iceandfire:ash, Ash
iceandfire:frozen_dirt, Frozen Dirt
iceandfire:frozen_grass, Frozen Grass
iceandfire:frozen_stone, Frozen Stone
iceandfire:frozen_cobblestone, Frozen Cobblestone
iceandfire:frozen_gravel, Frozen Gravel
